,tweet,brand_or_product,emotion,target
534,"I want to go to the Apple pop-up store, but I'm afraid I'll leave with a new iPad. #SXSW",iPad,positive,0
537,"OMG...I'm going down to #SXSW With: MacBook Pro, iPad, iPhone4, iPod, and a Galaxy Tab... #TechGeek",iPad,positive,0
540,I have my golden tickets f 4sq party Day after the real party #Redbullbpm with Felix da Housecat playing on iPad! #SXSW  {link},unknown,positive,0
544,"GSD&amp;M Google #sxsw party with @mention is blowing my mind. So much amazing food, drink, music, &amp; photo booth fun!",unknown,positive,0
545,.@mention Google Circles will be the first real alternative to Facebook #sxsw,Other Google product or service,positive,0
550,ï¿½ï¿½ï¿½@mention Google now lets you block sites you can't stand {link} How about #sxsw blocking that looks like what I need,Google,positive,0
551,Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb,unknown,negative,1
557,"ï¿½ï¿½ï¿½@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswï¿½Û 
It'll never beat myspace.",Other Google product or service,negative,1
559,"ï¿½ï¿½ï¿½@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswï¿½Û @mention  bigger than gaga",Other Google product or service,positive,0
566,"ï¿½ï¿½ï¿½@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswï¿½Û. Super interesting...",Google,positive,0
569,"ï¿½ï¿½ï¿½@mention Google to Launch New Social Network Called Circles, Today? {link} #sxswï¿½Û Applause for a new privacy model attempt",unknown,positive,0
572,.@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW  | RT @mention,Google,positive,0
575,Future of Google: Contextual discovery. Location + context helps us go deeper than ever. Searches without search @mention #sxsw,Google,positive,0
579,"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV",iPad or iPhone App,positive,0
580,"Check out GoogleTV to iPad Apps: The Connected TV Experience at SXSW.
{link} #SXSW #ConnectedTV Fascinating!",iPad or iPhone App,positive,0
581,CNNMoney: Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,unknown,positive,0
587,"iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,positive,0
592,"#smtravel hasn't heard - Google plans to launch a socnet in May - &quot;Circles&quot;. They have learned a lot in 5 years, lots has changed. via #sxsw",Google,positive,0
594,"I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",unknown,positive,0
597,I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,iPad,positive,0
601,"@mention  hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",unknown,positive,0
602,"Oh Lordy, here we go... RT @mention What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.",iPad,positive,0
604,Loved the honesty in Google's Marissa Mayer keynote: we have too many products and need to step up customer service for locations #sxsw,Google,positive,0
607,Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,iPad,negative,1
608,"Wondering how much revenue the Austin @mention store grossed on account of the ipad2, amid #sxsw ...what a strategic release...",unknown,positive,0
614,How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld,iPad,positive,0
615,".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.",iPhone,negative,1
616,.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite,iPad,negative,1
617,"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",iPhone,positive,0
618,Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks,iPhone,positive,0
619,Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks,iPhone,positive,0
620,Catch 22ï¿½ï¿½_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,unknown,positive,0
622,I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,Android,positive,0
626,"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.",iPad,negative,1
627,ï¿½ï¿½ï¿½@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWï¿½Û,unknown,positive,0
629,@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.,iPhone,positive,0
632,I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.,Android App,positive,0
636,"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW",Apple,positive,0
637,wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,Apple,positive,0
643,This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,unknown,positive,0
644,"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others",Android App,positive,0
645,"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} share pics, apps, vids w/others",Android App,positive,0
646,"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi",Apple,positive,0
647,I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,unknown,positive,0
649,"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",Apple,positive,0
655,"Zite, the Intelligent iPad Magazine: {link} &lt;  Deliciousness. #sxsw #trending #youneedthis",iPad,positive,0
656,"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",Google,negative,1
659,Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw,iPhone,positive,0
660,Rockin an iPad 2 from the downtown Apple #SXSW store. #apple,iPad,positive,0
661,AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw,iPad,positive,0
663,New Post: iPad 2 Launches to Huge Lines at Apple Pop-Up Shop in Austin {link} #SXSW #SXSWi,iPad,positive,0
664,"ï¿½ï¿½ï¿½@mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #mediaï¿½Û",iPad,positive,0
665,Remaining iPad 2 stock at #sxsw Apple store.. Come get one :-)  {link},iPad,positive,0
666,I won the iPad accessories bag! Thanks @mention #SXSW,iPad,positive,0
667,The #sxsw iPad app is pure gold. @mention,iPad or iPhone App,positive,0
670,the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2,iPad,negative,1
673,"Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,positive,0
675,"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw",iPad,negative,1
676,Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,iPad,positive,0
677,I fear no iphone + #att 3gs slowpoke network during #sxsw &amp; #sxswmusic.,iPhone,positive,0
678,The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,iPad or iPhone App,negative,1
679,The #SXSW iPhone app is one of the worst I've had to use in a very long time.,iPad or iPhone App,negative,1
680,Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link},iPad or iPhone App,positive,0
681,Pedicab + iPhone charger would be epic win. #SXSW,Other Apple product or service,positive,0
682,"Check out iPhone Developer Meet Up at SXSW.
{link} #SXSW",iPhone,positive,0
684,"&quot;the iPhone is a transient device used in short bursts; the iPad is an 'after 8pm, on the couch' device.&quot; @mention #sxsw",iPhone,positive,0
686,Disliking iPhone twitter auto shortening links for me. #sxsw,iPad or iPhone App,negative,1
687,@mention  iPhone. Clearly. Positively. Happily. #SXSW,iPhone,positive,0
690,"Flipboard is developing an iPhone version, not Android, says @mention #sxsw",iPhone,positive,0
692,my iPhone is overheating. why are there so many british sounding people in texas? #SXSW,iPhone,negative,1
693,So {link} is part of my presentation at #SXSW so good thing it's crashing now instead of then. Works best on iPhone/Android,iPhone,positive,0
697,"my sister is throwing the Google sxsw party tonigh Come!! {link} Bands, food, art, ice cream, nifty interactive #sxsw",Google,positive,0
699,My iPhone is wilting under the stress of being at #sxsw.,iPhone,negative,1
700,I believe it - I almost always use Google Maps on my iPhone RT @mention 40% of Google Maps use is Mobile says @mention #sxsw,Other Google product or service,positive,0
701,Of course it does! RT @mention #SXSW Gets Its Own Apple Store {link} #geeksrule,Apple,positive,0
703,"Gotta get it! RT @mention Hey Taariq, howdy from Texas, fav #sXsw app is: {link} &lt;--android-or get Iphone #UsGuys",iPad or iPhone App,positive,0
707,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeti? {link}",unknown,positive,0
708,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeting day? {link}",iPad,positive,0
710,I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,iPad,positive,0
717,&quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,iPad,positive,0
718,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",Google,negative,1
721,This iPad keeps me awake. Thank god I bought it.... #SXSW,iPad,positive,0
724,"iPhone, I know this #SXSW week will be tough on your already-dwindling battery, but so help me Jeebus if you keep correcting my curse words.",iPhone,negative,1
728,"Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",Other Google product or service,positive,0
732,Google to Launch Major New Social Network Called Circles  {link} #sxsw (via @mention,Google,positive,0
734,"Google to Launch Major New Social Network Called Circles (Updated) {link} *Not launched at #SXSW, but soon. Should I care?",Other Google product or service,negative,1
738,"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",Other Google product or service,positive,0
745,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) by @mention {link} #sxsw",Other Google product or service,positive,0
746,"Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Google,positive,0
753,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw - this will surely be a threat to FB",Other Google product or service,positive,0
757,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #Pakistan #cwc2011",Other Google product or service,positive,0
759,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw rt @mention via @mention",unknown,positive,0
764,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswï¿½Û &gt;&gt; Should be good",unknown,positive,0
772,"Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",Google,positive,0
781,"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW #ScreenFuture",unknown,positive,0
782,"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #sxswi",Other Google product or service,positive,0
787,Google to launch Major New Social Network called Circles: {link} Possibly today #SXSW,Other Google product or service,positive,0
788,Google to Launch Major New Social Network Called Circles!!!  #google #circles #sxsw {link},Other Google product or service,positive,0
789,Google to Launch Major New Social Network Called Circles!!! #google #circles #sxsw {link},Other Google product or service,positive,0
790,Google to Launch Major New Social Network Called Circles.. {link} #sxsw v @mention @mention,Other Google product or service,positive,0
792,Google to launch new social network at SXSW? - CNET News {link} #sxsw,Google,positive,0
795,"Google to launch new social network Circles, linking u more closely to peeps u connect w/most. possibly today @mention #sxsw!",Other Google product or service,positive,0
797,"Google to launch product! Wait, no launch, but product exists.  Wait, product does not exist! #sxsw {link}",Google,negative,1
811,"God, it's like being at #sxsw - have iMac, MacBook, iPhone and BlackBerry all staring at me. Enough! Time to read a book - remember those?",iPhone,negative,1
813,"ha, seems like it --&gt; ï¿½ï¿½ï¿½@mention The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?ï¿½Û",Apple,negative,1
